,Headline,Snippet,Lead paragraph,Source,Date
5054,Vague allegations against Alex Morse offer a case study in how progressives navigate issues of sex and power.,,"On Aug. 7, the student newspaper at the University of Massachusetts, Amherst reported that the state chapter of the College Democrats had disinvited Alex Morse, a congressional candidate and former guest lecturer at the university, from its future events, claiming “numerous incidents” of unwanted and inappropriate advances toward students.",The New York Times,2020-08-23 13:09:25+00:00
5055,Homes That Sold for Around $1 Million,Recent residential sales in New York City and the region.,"Each week, our survey of recent residential sales in New York City and the surrounding region focuses on homes that sold around a certain price point, allowing you to compare single-family homes, condos and co-ops in different locales.",The New York Times,2020-08-23 09:00:09+00:00
5056,Flu Season Could Make Coronavirus Testing Delays Even Worse,"The nation’s testing efforts will be further overwhelmed once influenza, R.S.V. and other seasonal viruses arrive.","Come fall, the rise of influenza and other seasonal respiratory infections could exacerbate already staggering delays in coronavirus testing, making it easier for the virus to spread unnoticed, experts said.",The New York Times,2020-08-25 09:00:24+00:00
5057,What to Cook This Week,"Put those tomatoes to work: in greens and beans on toast, in gazpacho, or just a simple caprese.","One of my favorite things to cook right now is pan con tomate, and it doesn’t involve much cooking at all: Grate a tomato on a box grater, season it generously with olive oil, salt and pepper (and nice vinegar if the tomato tastes a bit flat), then use it to dip and dress a thick piece of toast, rubbed with garlic.",The New York Times,2020-08-23 14:30:01+00:00
5058,How to Watch the Republican National Convention,"Speakers on Night 1 include Nikki Haley, Senator Tim Scott and Donald Trump Jr., as well as President Trump, who is expected to appear four nights in a row.","How to watch Day 2 of the R.N.C., including Tuesday night’s speakers.",The New York Times,2020-08-24 04:01:06+00:00
5059,Antibiotics May Interfere With Hormonal Contraceptives,A new analysis of data on drug side effects has found that a wide range of antibiotics may be associated with unintended pregnancy.,Many antibiotics may be linked to unintended pregnancy in women taking hormonal contraceptives.,The New York Times,2020-08-25 09:00:09+00:00
5060,The Republicans’ Turn in the Spotlight,Readers cast a critical eye on the opening of the Republican convention.,To the Editor:,The New York Times,2020-08-25 15:49:14+00:00
5061,"U.S. Authorizes Plasma Treatment for Virus, but the Big Prize for the White House Is a Vaccine","The fast-tracking could come before Phase 3 trials are complete, raising concerns. Life in China, where the pandemic began, is returning to normal.",This briefing has ended. Read live coronavirus updates here.,The New York Times,2020-08-23 12:00:09+00:00
5062,Trump’s Fights Are Their Fights. They Have His Back Unapologetically.,Many supporters of President Trump said in interviews that he had succeeded on issues that matter to them. And they dismissed as unimportant the behavior that critics say makes him unfit for office.,"DiAnna Schenkel is a law school graduate who once ran on the Democratic ticket for her city council. She voted twice for Barack Obama. A 59-year-old suburbanite in North Carolina, she worries about her Black son-in-law being racially profiled by the police, pulled over and beaten or worse.",The New York Times,2020-08-25 09:00:26+00:00
5063,A Media Pioneer Tries Again With a New Journalism Cooperative,"A group of journalists led by Maria Bustillos is building Brick House, a network of publications with an unusual business model.","In 2017, the journalist Maria Bustillos helped lead a bold experiment on the edge of tech and media as the pied piper to a group of writers and editors trying to build publications on a platform powered by blockchain technology.",The New York Times,2020-08-25 16:00:04+00:00
5064,The G.O.P.’s official stance in 2020 is that it is for whatever Trump says.,,"Every four years since 1856, the Republican Party has produced a platform articulating its priorities for the next president.",The New York Times,2020-08-25 23:43:43+00:00
5065,"Immigration Agency Averts Work Force Furloughs, but Deep Cuts Loom",Plunging revenue from immigration fees nearly forced U.S. Citizenship and Immigration Services to furlough more than two-thirds of its work force. Now cuts will come from its operations.,"WASHINGTON — The federal agency that oversees legal immigration canceled furloughs to 70 percent of its work force on Tuesday, shifting the cost savings to other parts of the agency’s operations, such as the processing of citizenship applications.",The New York Times,2020-08-25 21:45:41+00:00
5066,"American and Chinese Officials Take Pulse on Trade Deal, Six Months In",Trade negotiators from the two countries met by videoconference to review the progress in enacting their trade deal.,"WASHINGTON — American and Chinese officials on Monday discussed the status of the trade deal both nations signed in January, a pact that continues to open up some commerce between the world’s largest economies even as the bilateral relationship deteriorates in other areas.",The New York Times,2020-08-25 01:22:47+00:00
5067,Conservatives Have Only One Choice in 2020,"After what we have seen during Trump’s first term, any true conservative should be appalled by the prospect of a second.",“You’re a traitor to the cause.”,The New York Times,2020-08-24 09:00:16+00:00
5068,Trump’s Favorite Four-Letter Word,"The president didn’t always love the word, “hoax.” Now it serves him, but not the public, well.",The Trump era is the hoax era. But not in the way he or his cheerleaders claim.,The New York Times,2020-08-24 09:00:16+00:00
5069,The Urge to Reverse Merge,"SPACs are just getting started, according to major players on Wall Street.",Want this delivered to your inbox each day? Sign up here.,The New York Times,2020-08-25 10:47:52+00:00
5070,"Nominating Trump, Republicans Rewrite His Record","President Trump and his party engaged in sweeping revisionism about his management of the coronavirus, his record on race relations and much else. And they painted a dystopian picture of what the nation would look like if Joseph R. Biden Jr. were ...","President Trump and his political allies mounted a fierce and misleading defense of his political record on the first night of the Republican convention on Monday, while unleashing a barrage of attacks on Joseph R. Biden Jr. and the Democratic Party that were unrelenting in their bleakness.",The New York Times,2020-08-24 23:34:27+00:00
5071,Hot 97 Fires Rap Radio Veteran for Ties to Yusuf Hawkins Killing,Employees of the radio station said they were shocked to see a colleague known as Paddy Duke in a new HBO documentary about the racist murder of a Brooklyn teenager in 1989.,"To those at Hot 97, the beloved and influential hip-hop radio station in New York, the man known as Paddy Duke was an upbeat and positive presence, working largely behind the scenes but earning frequent on-air shout-outs for more than 25 years. It was only in recent days, veterans of the station said, that they learned about a disturbing chapter in their co-worker’s past.",The New York Times,2020-08-25 16:59:29+00:00
